arrhythmia	gt_vs_affprop	AvgNMI	0.294952458383608
arrhythmia	gt_vs_affprop	MaxNMI	0.21656768984757338
arrhythmia	gt_vs_affprop	VariationOfInformation	-3.678537452180505
arrhythmia	gt_vs_affprop	FairNMI	0.005834200639425972
arrhythmia	gt_vs_affprop	AdjustedMutualInformation	0.16060895987967092
arrhythmia	gt_vs_affprop	RandIndex	0.6772756705845417
arrhythmia	gt_vs_affprop	AdjustedRandIndex	0.040297672342317736
arrhythmia	gt_vs_affprop	JaccardIndex	0.05498735922776373
arrhythmia	gt_vs_affprop	DiceIndex	0.10424268830673711
arrhythmia	gt_vs_affprop	WallaceIndex	0.0581127034248239
arrhythmia	gt_vs_affprop	SokalAndSneath1	0.5551064093870409
arrhythmia	gt_vs_affprop	PearsonCoefficient	0.07660784673579511
arrhythmia	gt_vs_affprop	CorrelationDistance	-0.47559105015109254
arrhythmia	gt_vs_affprop	FMeasure	0.26583883007441145
arrhythmia	gt_vs_affprop	BCubed	0.15366303935205455
arrhythmia	gt_vs_aggcl_average_2	AvgNMI	0.005821456714373231
arrhythmia	gt_vs_aggcl_average_2	MaxNMI	0.0029382454546211926
arrhythmia	gt_vs_aggcl_average_2	VariationOfInformation	-1.6704684269711454
arrhythmia	gt_vs_aggcl_average_2	FairNMI	0.0024977658662726737
arrhythmia	gt_vs_aggcl_average_2	AdjustedMutualInformation	0.007444302508211666
arrhythmia	gt_vs_aggcl_average_2	RandIndex	0.32659968997115557
arrhythmia	gt_vs_aggcl_average_2	AdjustedRandIndex	0.0028108050008209067
arrhythmia	gt_vs_aggcl_average_2	JaccardIndex	0.32393325716086835
arrhythmia	gt_vs_aggcl_average_2	DiceIndex	0.4893498299990328
arrhythmia	gt_vs_aggcl_average_2	WallaceIndex	0.9985122662132621
arrhythmia	gt_vs_aggcl_average_2	SokalAndSneath1	0.5549453562005363
arrhythmia	gt_vs_aggcl_average_2	PearsonCoefficient	0.03057525807443756
arrhythmia	gt_vs_aggcl_average_2	CorrelationDistance	-0.4902660760597447
arrhythmia	gt_vs_aggcl_average_2	FMeasure	0.7043206663196252
arrhythmia	gt_vs_aggcl_average_2	BCubed	0.49240379266162076
arrhythmia	gt_vs_aggcl_average_gt	AvgNMI	0.1549818946919119
arrhythmia	gt_vs_aggcl_average_gt	MaxNMI	0.09137963043008868
arrhythmia	gt_vs_aggcl_average_gt	VariationOfInformation	-1.6586392219141108
arrhythmia	gt_vs_aggcl_average_gt	FairNMI	0.1549818946919119
arrhythmia	gt_vs_aggcl_average_gt	AdjustedMutualInformation	0.14567005259022311
arrhythmia	gt_vs_aggcl_average_gt	RandIndex	0.39037144595098405
arrhythmia	gt_vs_aggcl_average_gt	AdjustedRandIndex	0.05449582236417384
arrhythmia	gt_vs_aggcl_average_gt	JaccardIndex	0.3380878828229028
arrhythmia	gt_vs_aggcl_average_gt	DiceIndex	0.505329862355011
arrhythmia	gt_vs_aggcl_average_gt	WallaceIndex	0.9636264270099587
arrhythmia	gt_vs_aggcl_average_gt	SokalAndSneath1	0.5733137994492967
arrhythmia	gt_vs_aggcl_average_gt	PearsonCoefficient	0.13078054797397723
arrhythmia	gt_vs_aggcl_average_gt	CorrelationDistance	-0.458251669367468
arrhythmia	gt_vs_aggcl_average_gt	FMeasure	0.7211689055834978
arrhythmia	gt_vs_aggcl_average_gt	BCubed	0.5318634204843108
